Scheme Name	Net Asset Value
ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Direct Plan Quarterly IDCW Option	12.7583
ICICI Prudential Fixed Maturity Plan - Series 83 - 1108 Days Plan H - Half Yearly IDCW Option	12.6444
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Cumulative Option	12.5573
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Direct Plan Cumulative Option	12.6627
ICICI Prudential Fixed Maturity Plan - Series 83 - 1110 Days Plan T - Quarterly IDCW Option	12.5573
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Cumulative Option	12.6248
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Direct Plan Cumulative Option	12.7041
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Half Yearly IDCW Option	12.6248
ICICI Prudential Fixed Maturity Plan - Series 83 - 1111 Days Plan Y - Quarterly IDCW Option	12.6248
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Cumulative Option	12.6245
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Direct Plan Cumulative Option	12.7323
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Direct Plan Half Yearly IDCW Option	12.7321
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Direct Plan Quarterly IDCW Option	12.7322
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Half Yearly IDCW Option	12.6260
ICICI Prudential Fixed Maturity Plan - Series 83 - 1113 Days Plan E - Quarterly IDCW Option	12.6245
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Cumulative Option	13.3758
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Cumulative Option	13.4934
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Half Yearly IDCW Option	13.4934
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Direct Plan Quarterly IDCW Option	13.4932
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Half Yearly IDCW Option	13.3757
ICICI Prudential Fixed Maturity Plan - Series 83 - 1392 Days Plan J - Quarterly IDCW Option	13.3758
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Cumulative Option	13.4088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Direct Plan Cumulative Option	13.5466
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Half Yearly IDCW Option	13.4083
ICICI Prudential Fixed Maturity Plan - Series 83 - 1406 Days Plan D - Quarterly IDCW Option	13.4088
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Cumulative Option	13.4189
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Direct Plan Cumulative Option	13.5438
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Direct Plan Half Yearly IDCW Option	13.5438
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Direct Plan Quarterly IDCW Option	13.5438
ICICI Prudential Fixed Maturity Plan - Series 83 - 1412 Days Plan B - Quarterly IDCW Option	13.4189
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Cumulative Option	14.3685
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Cumulative Option	14.4885
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Direct Plan Quarterly IDCW Option	14.4884
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Half Yearly IDCW Option	14.3685
ICICI Prudential Fixed Maturity Plan - Series 83 - 1735 Days Plan P - Quarterly IDCW Option	14.3685
ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G - Cumulative Option	10.4051
ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G - Direct Plan Cumulative Option	10.4177
ICICI Prudential Fixed Maturity Plan - Series 83 - 193 Days Plan G - Direct Plan Dividend Option	10.4177
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Cumulative Option	10.1807
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Direct Plan Cumulative Option	10.1865
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Direct Plan Dividend Option	10.1865
ICICI Prudential Fixed Maturity Plan - Series 83 - 91 Days Plan C - Dividend Option	10.1807
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Cumulative Option	12.5495
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Cumulative Option	12.6372
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Half Yearly IDCW Option	12.6371
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Direct Plan Quarterly IDCW Option	12.6376
ICICI Prudential Fixed Maturity Plan - Series 84 - 1101 Days Plan A - Quarterly IDCW Option	12.5495
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Cumulative Option	12.8258
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Direct Plan Cumulative Option	12.9371
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Direct Plan Quarterly IDCW Option	12.9371
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Half Yearly IDCW Option	12.8258
ICICI Prudential Fixed Maturity Plan - Series 84 - 1103 Days Plan C - Quarterly IDCW Option	12.8258
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Cumulative Option	12.7708
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Direct Plan Cumulative Option	12.9063
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Half Yearly IDCW Option	12.7711
ICICI Prudential Fixed Maturity Plan - Series 84 - 1188 Days Plan Z - Quarterly IDCW Option	12.7711
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Cumulative Option	12.7879
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Direct Plan Cumulative Option	12.8837
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Half Yearly IDCW Option	12.7874
ICICI Prudential Fixed Maturity Plan - Series 84 - 1204 Days Plan Y - Quarterly IDCW Option	12.7880
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Cumulative Option	12.8569
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Direct Plan Cumulative Option	12.9598
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Half Yearly IDCW Option	12.8566
ICICI Prudential Fixed Maturity Plan - Series 84 - 1224 Days Plan S - Quarterly IDCW Option	12.8568
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Cumulative Option	12.9695
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Cumulative Option	13.1046
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Half Yearly IDCW Option	13.0987
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Direct Plan Quarterly IDCW Option	13.1038
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Half Yearly IDCW Option	12.9691
ICICI Prudential Fixed Maturity Plan - Series 84 - 1235 Days Plan R - Quarterly IDCW Option	12.9695
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Cumulative Option	13.0267
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Cumulative Option	13.1353
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Direct Plan Quarterly IDCW Option	13.1353
ICICI Prudential Fixed Maturity Plan - Series 84 - 1245 Days Plan N - Quarterly IDCW Option	13.0267
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Cumulative Option	12.8757
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Direct Plan Cumulative Option	12.9756
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Half Yearly IDCW Option	12.8755
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan M - Quarterly IDCW Option	12.8756
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Cumulative Option	12.8525
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Cumulative Option	12.9539
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Half Yearly IDCW Option	12.9539
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Direct Plan Quarterly IDCW Option	12.9539
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Half Yearly IDCW Option	12.8524
ICICI Prudential Fixed Maturity Plan - Series 84 - 1247 Days Plan W - Quarterly IDCW Option	12.8524
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Cumulative Option	12.8252
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Direct Plan Cumulative Option	12.9359
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Direct Plan Half Yearly IDCW Option	12.9359
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Half Yearly IDCW Option	12.8209
ICICI Prudential Fixed Maturity Plan - Series 84 - 1254 Days Plan U - Quarterly IDCW Option	12.8253
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Cumulative Option	12.9970
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Direct Plan Cumulative Option	13.1022
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Half Yearly IDCW Option	12.9969
ICICI Prudential Fixed Maturity Plan - Series 84 - 1272 Days Plan Q - Quarterly IDCW Option	12.9970
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Cumulative Option	13.0900
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Cumulative Option	13.2257
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Direct Plan Half Yearly IDCW Option	13.2257
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Half Yearly IDCW Option	13.0900
ICICI Prudential Fixed Maturity Plan - Series 84 - 1275 Days Plan K - Quarterly IDCW Option	13.0900
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Cumulative Option	13.0059
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Direct Plan Cumulative Option	13.1184
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Half Yearly IDCW Option	13.0103
ICICI Prudential Fixed Maturity Plan - Series 84 - 1279 Days Plan P - Quarterly IDCW Option	13.0058
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Cumulative Option	13.1485
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Cumulative Option	13.2506
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Direct Plan Quarterly IDCW Option	13.2506
ICICI Prudential Fixed Maturity Plan - Series 84 - 1286 Days Plan F - Quarterly IDCW Option	13.1485
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Cumulative Option	13.2041
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Direct Plan Cumulative Option	13.3454
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Half Yearly IDCW Option	13.2030
ICICI Prudential Fixed Maturity Plan - Series 84 - 1287 Days Plan I - Quarterly IDCW Option	13.2039
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Cumulative Option	13.1455
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Direct Plan Cumulative Option	13.2587
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Half Yearly IDCW Option	13.1454
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan E - Quarterly IDCW Option	13.1453
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Cumulative Option	13.1572
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Cumulative Option	13.2039
ICICI Prudential Fixed Maturity Plan - Series 84 - 1288 Days Plan O - Direct Plan Quarterly IDCW Option	13.2039
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Cumulative Option	13.2388
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Direct Plan Cumulative Option	13.3589
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Half Yearly IDCW Option	13.2414
ICICI Prudential Fixed Maturity Plan - Series 84 - 1293 Days Plan D - Quarterly IDCW Option	13.2388
ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Cumulative Option	10.3545
ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Direct Plan Cumulative Option	10.3638
ICICI Prudential Fixed Maturity Plan - Series 84 - 168 Days Plan G - Dividend Option	10.3545
ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Cumulative Option	16.6226
ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Direct Plan Cumulative Option	16.8147
ICICI Prudential Fixed Maturity Plan - Series 85 - 10 Years Plan I - Quarterly IDCW Option	16.5714
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Cumulative Option	12.3725
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Direct Plan Cumulative Option	12.4682
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan O - Half Yearly IDCW Option	12.3725
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Cumulative Option	12.3984
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Direct Plan Cumulative Option	12.4738
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Half Yearly IDCW Option	12.3976
ICICI Prudential Fixed Maturity Plan - Series 85 - 1127 Days Plan Q - Quarterly IDCW Option	12.3984
ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Cumulative Option	12.4567
ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Direct Plan Cumulative Option	12.4952
ICICI Prudential Fixed Maturity Plan - Series 85 - 1129 Days Plan P - Quarterly IDCW Option	12.4567
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Cumulative Option	12.6078
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Direct Plan Cumulative Option	12.6843
ICICI Prudential Fixed Maturity Plan - Series 85 - 1140 Days Plan R - Quarterly IDCW Option	12.6078
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Cumulative Option	12.4678
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Cumulative Option	12.5069
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Direct Plan Quarterly IDCW Option	12.5069
ICICI Prudential Fixed Maturity Plan - Series 85 - 1143 Days Plan J - Half Yearly IDCW Option	12.4678
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Cumulative Option	12.5627
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Direct Plan Cumulative Option	12.6837
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Direct Plan Half Yearly IDCW Option	12.6837
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Half Yearly IDCW Option	12.5627
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan F - Quarterly IDCW Option	12.5627
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Cumulative Option	12.6476
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Direct Plan Cumulative Option	12.6877
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Half Yearly IDCW Option	12.6476
ICICI Prudential Fixed Maturity Plan - Series 85 - 1156 Days Plan G - Quarterly IDCW Option	12.6476
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Cumulative Option	12.6871
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Direct Plan Cumulative Option	12.7072
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Direct Plan Quarterly IDCW Option	12.7072
ICICI Prudential Fixed Maturity Plan - Series 85 - 1168 Days Plan E - Quarterly IDCW Option	12.6871
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Cumulative Option	12.6542
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Direct Plan Cumulative Option	12.7516
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Direct Plan Quarterly IDCW Option	12.7522
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Half Yearly IDCW Option	12.6539
ICICI Prudential Fixed Maturity Plan - Series 85 - 1175 Days Plan D - Quarterly IDCW Option	12.6542
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Cumulative Option	12.6902
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Cumulative Option	12.8237
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Half Yearly IDCW Option	12.8237
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Direct Plan Quarterly IDCW Option	12.8215
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Half Yearly IDCW Option	12.6902
ICICI Prudential Fixed Maturity Plan - Series 85 - 1178 Days Plan B - Quarterly IDCW Option	12.6894
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Cumulative Option	12.8642
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Direct Plan Cumulative Option	12.9876
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Direct Plan Half Yearly IDCW Option	12.9876
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Half Yearly IDCW Option	12.8639
ICICI Prudential Fixed Maturity Plan - Series 85 - 1185 Days Plan C - Quarterly IDCW Option	12.8642
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Cumulative Option	12.7541
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Direct Plan Cumulative Option	12.8620
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Direct Plan Quarterly IDCW Option	12.8620
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Half Yearly IDCW Option	12.7540
ICICI Prudential Fixed Maturity Plan - Series 85 - 1197 Days Plan A - Quarterly IDCW Option	12.7541
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Cumulative Option	12.3914
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Cumulative Option	12.4857
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Direct Plan Half Yearly IDCW Option	12.4856
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Half Yearly IDCW Option	12.3811
ICICI Prudential Fixed Maturity Plan - Series 86 - 1099 Days Plan A - Quarterly IDCW Option	12.3913
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Cumulative Option	12.1897
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Direct Plan Cumulative Option	12.2109
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Half Yearly IDCW Option	12.1894
ICICI Prudential Fixed Maturity Plan - Series 87 - 1141 Days Plan G - Quarterly IDCW Option	12.1896
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Cumulative Option	12.2371
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Cumulative Option	12.2900
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Half Yearly IDCW Option	12.2899
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Direct Plan Quarterly IDCW Option	12.2899
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Half Yearly IDCW Option	12.2371
ICICI Prudential Fixed Maturity Plan - Series 87 - 1174 Days Plan B - Quarterly IDCW Option	12.2371
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Cumulative Option	12.4498
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Cumulative Option	12.4947
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Half Yearly IDCW Option	12.4946
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Direct Plan Quarterly IDCW Option	12.4946
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Half Yearly IDCW Option	12.4498
ICICI Prudential Fixed Maturity Plan - Series 87 - 1214 Days Plan A - Quarterly IDCW Option	12.4498
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Growth	11.9316
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Half Yearly IDCW	11.8810
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Direct Plan - Quarterly IDCW	11.8788
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Growth	11.8719
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Half Yearly IDCW	11.8213
ICICI Prudential Fixed Maturity Plan - Series 88 - 1226 Days Plan F - Quarterly IDCW	11.8213
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - Growth	11.8505
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Direct Plan - IDCW	11.8505
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - Growth	11.7869
ICICI Prudential Fixed Maturity Plan - Series 88 - 1303 Days Plan S - IDCW	11.7869
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Growth	10.3815
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Half Yearly IDCW	10.3801
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Direct Plan - Quarterly IDCW	10.3813
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Growth	10.3751
ICICI Prudential Fixed Maturity Plan - Series 88 - 226 Days Plan E - Quarterly IDCW	10.3751
ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Direct Plan - Growth	10.1718
ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Direct Plan - Quarterly IDCW	10.1716
ICICI Prudential Fixed Maturity Plan - Series 88 - 91 Days Plan G - Quarterly IDCW	10.1688
ICICI Prudential Fixed Maturity Plan -- Series 88 - 91 Days Plan G - Growth	10.1688
ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - Direct Plan - Growth	10.1607
ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - Direct Plan - IDCW	10.1602
ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - Growth	10.1584
ICICI Prudential Fixed Maturity Plan - Series 88 - Plan U - IDCW	10.1584
ICICI Prudential Fixed Maturity Plan - Series 74 -369 Days Plan T Direct Plan Cumulative Option	12.8921
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Cumulative Option	12.8728
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T - Dividend Option	12.8136
ICICI Prudential Fixed Maturity Plan -Series 74 -369 Days Plan T Direct Plan Dividend Option	12.8328
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Cumulative Option	12.8285
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V - Dividend Option	12.7697
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Cumulative Option	12.8491
ICICI Prudential Fixed Maturity Plan - Series 74 - 370 Days Plan V Direct Plan Dividend Option	12.7902
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Cumulative Option	13.4136
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Cumulative Option	13.6061
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Direct Plan Dividend Option	13.6061
ICICI Prudential Fixed Maturity Plan-Series 76 -1185 Days Plan H Dividend Option	13.4136
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Cumulative Option	13.0529
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Direct Plan Cumulative Option	13.1752
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Direct Plan Dividend Option	12.3809
ICICI Prudential Fixed Maturity Plan - Series 74 - 780 Days Plan E Dividend Option	12.2891
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Cumulative Option	12.4204
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Direct Plan - Cumulative Option	12.4437
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Direct Plan - Dividend Option	12.4437
ICICI Prudential Fixed Maturity Plan - Series 80 - 1187 Days Plan G - Dividend Option	12.4204
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Cumulative Option	12.4446
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Cumulative Option	12.4675
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Direct Plan - Dividend Option	12.4675
ICICI Prudential Fixed Maturity Plan - Series 80 - 1194 Days Plan F - Dividend Option	12.4446
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Cumulative Option	12.6657
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Cumulative Option	12.6831
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Half Yearly IDCW Option	12.6831
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Direct Plan Quarterly IDCW Option	12.6831
ICICI Prudential Fixed Maturity Plan - Series 82 - 1185 Days Plan M - Quarterly IDCW Option	12.6657
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N  Cumulative Option	12.8901
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N Direct Plan Cumulative Option	12.9119
ICICI Prudential Fixed Maturity Plan - Series 74 - 367 Days Plan N Dividend Option	12.8310
ICICI Prudential Fixed Maturity Plan -Series 74 -367 Days Plan N Direct Plan Dividend Option	12.8524
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Cumulative Option	12.5833
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Direct Plan - Cumulative Option	12.6638
ICICI Prudential Fixed Maturity Plan - Series 77 - 1105 Days Plan N - Dividend Option	12.5833
